OrphaCode,DisorderName,DisorderType,HPOTerm0,HPOFrequency0,HPOTerm1,HPOFrequency1,HPOTerm2,HPOFrequency2,HPOTerm3,HPOFrequency3,HPOTerm4,HPOFrequency4,HPOTerm5,HPOFrequency5,HPOTerm6,HPOFrequency6,HPOTerm7,HPOFrequency7,HPOTerm8,HPOFrequency8,HPOTerm9,HPOFrequency9,HPOTerm10,HPOFrequency10,HPOTerm11,HPOFrequency11
377,Gorlin syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Hypogonadotrophic hypogonadism,Occasional (29-5%),Hydrocephalus,Occasional (29-5%),Brachycephaly,Occasional (29-5%),Epicanthus,Occasional (29-5%),Mandibular prognathia,Occasional (29-5%),Hypertelorism,Occasional (29-5%),Wide nasal bridge,Frequent (79-30%),Abnormality of the neck,Frequent (79-30%),Strabismus,Occasional (29-5%),Glaucoma,Occasional (29-5%),Telecanthus,Occasional (29-5%)
337,Fibrodysplasia ossificans progressiva,Disease,Hearing impairment,Frequent (79-30%),Glaucoma,Occasional (29-5%),Intellectual disability,Occasional (29-5%),Seizures,Occasional (29-5%),Limitation of joint mobility,Very frequent (99-80%),Subcutaneous nodule,Very frequent (99-80%),Failure to thrive,Occasional (29-5%),Alopecia,Frequent (79-30%),Hallux valgus,Occasional (29-5%),Anemia,Occasional (29-5%),Respiratory insufficiency,Frequent (79-30%),Spinal rigidity,Very frequent (99-80%)
2869,Peutz-Jeghers syndrome,Disease,Abnormality of the ureter,Occasional (29-5%),Abnormality of the nose,Occasional (29-5%),Multiple lentigines,Very frequent (99-80%),Anemia,Occasional (29-5%),Vomiting,Occasional (29-5%),Abdominal pain,Occasional (29-5%),Rectal prolapse,Occasional (29-5%),Abnormality of the respiratory system,Occasional (29-5%),Gastrointestinal hemorrhage,Frequent (79-30%),Neoplasm,Occasional (29-5%),Gastrointestinal carcinoma,Very frequent (99-80%),Breast carcinoma,Occasional (29-5%)
710,Pfeiffer syndrome,Malformation syndrome,Open mouth,Occasional (29-5%),High palate,Occasional (29-5%),Turricephaly,Frequent (79-30%),Mandibular prognathia,Occasional (29-5%),Hypertelorism,Frequent (79-30%),Short philtrum,Occasional (29-5%),Facial asymmetry,Occasional (29-5%),High forehead,Frequent (79-30%),Wide nasal bridge,Frequent (79-30%),Short neck,Occasional (29-5%),Ptosis,Very frequent (99-80%),Brachydactyly,Frequent (79-30%)
912,Zellweger syndrome,Disease,Multicystic kidney dysplasia,Frequent (79-30%),Cryptorchidism,Frequent (79-30%),Hypospadias,Frequent (79-30%),Clitoromegaly,Frequent (79-30%),Hydronephrosis,Frequent (79-30%),Abnormality of the tongue,Occasional (29-5%),High palate,Frequent (79-30%),Microcephaly,Frequent (79-30%),Macrocephaly,Frequent (79-30%),Wide anterior fontanel,Very frequent (99-80%),Epicanthus,Very frequent (99-80%),Micrognathia,Frequent (79-30%)
893,WAGR syndrome,Malformation syndrome,Cryptorchidism,Frequent (79-30%),Ambiguous genitalia,Occasional (29-5%),Everted lower lip vermilion,Frequent (79-30%),Microcephaly,Frequent (79-30%),Micrognathia,Frequent (79-30%),Hearing abnormality,Frequent (79-30%),Glaucoma,Occasional (29-5%),Visual impairment,Frequent (79-30%),Ptosis,Frequent (79-30%),Cataract,Frequent (79-30%),Nystagmus,Frequent (79-30%),Intellectual disability,Frequent (79-30%)
895,Waardenburg syndrome type 2,Clinical subtype,Hearing impairment,Very frequent (99-80%),Premature graying of hair,Very frequent (99-80%),Hypopigmentation of hair,Very frequent (99-80%),Sensorineural hearing impairment,Frequent (79-30%),Hypopigmented skin patches,Frequent (79-30%),Heterochromia iridis,Frequent (79-30%),White forelock,Frequent (79-30%),Abnormality of the kidney,Occasional (29-5%),Telecanthus,Occasional (29-5%),Ptosis,Occasional (29-5%),Aganglionic megacolon,Occasional (29-5%),Abnormality of the pulmonary artery,Occasional (29-5%)
896,Waardenburg syndrome type 3,Clinical subtype,Microcephaly,Very frequent (99-80%),Abnormality of the face,Very frequent (99-80%),Hearing impairment,Very frequent (99-80%),Narrow nasal bridge,Very frequent (99-80%),Downslanted palpebral fissures,Very frequent (99-80%),Telecanthus,Frequent (79-30%),Thick eyebrow,Very frequent (99-80%),Blepharophimosis,Very frequent (99-80%),Acrocyanosis,Occasional (29-5%),Abnormality of finger,Very frequent (99-80%),Intellectual disability,Occasional (29-5%),Spastic paraplegia,Occasional (29-5%)
857,Townes-Brocks syndrome,Malformation syndrome,Cryptorchidism,Frequent (79-30%),Hypospadias,Occasional (29-5%),Bifid scrotum,Occasional (29-5%),Vesicoureteral reflux,Occasional (29-5%),Abnormality of the kidney,Occasional (29-5%),Renal insufficiency,Frequent (79-30%),Ectopic kidney,Occasional (29-5%),Renal hypoplasia,Occasional (29-5%),Abnormality of the uterus,Occasional (29-5%),Abnormality of the vagina,Occasional (29-5%),Rectovaginal fistula,Very frequent (99-80%),Wide mouth,Occasional (29-5%)
894,Waardenburg syndrome type 1,Clinical subtype,Cleft palate,Occasional (29-5%),Cleft upper lip,Occasional (29-5%),Mandibular prognathia,Very frequent (99-80%),Hearing impairment,Very frequent (99-80%),Underdeveloped nasal alae,Frequent (79-30%),Wide nasal bridge,Frequent (79-30%),Abnormality of the eye,Very frequent (99-80%),Strabismus,Occasional (29-5%),Abnormality of vision,Very frequent (99-80%),Telecanthus,Very frequent (99-80%),Ptosis,Occasional (29-5%),Thick eyebrow,Very frequent (99-80%)
207,Crouzon disease,Malformation syndrome,Narrow palate,Occasional (29-5%),Hydrocephalus,Occasional (29-5%),Brachycephaly,Frequent (79-30%),Turricephaly,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Hypoplasia of the maxilla,Frequent (79-30%),High forehead,Very frequent (99-80%),Hearing impairment,Occasional (29-5%),Conductive hearing impairment,Frequent (79-30%),Convex nasal ridge,Occasional (29-5%),Choanal atresia,Occasional (29-5%),Strabismus,Frequent (79-30%)
201,Cowden syndrome,Disease,Abnormality of the penis,Frequent (79-30%),Abnormality of the kidney,Occasional (29-5%),Abnormality of the uterus,Occasional (29-5%),Macroglossia,Frequent (79-30%),High palate,Occasional (29-5%),Furrowed tongue,Frequent (79-30%),Macrocephaly,Frequent (79-30%),Hearing impairment,Occasional (29-5%),Cataract,Occasional (29-5%),Myopia,Occasional (29-5%),Autism,Occasional (29-5%),Pectus excavatum,Occasional (29-5%)
192,Coffin-Lowry syndrome,Malformation syndrome,Wide mouth,Frequent (79-30%),Thick lower lip vermilion,Very frequent (99-80%),Narrow palate,Frequent (79-30%),Open mouth,Very frequent (99-80%),High palate,Frequent (79-30%),Everted lower lip vermilion,Very frequent (99-80%),Microcephaly,Frequent (79-30%),Coarse facial features,Very frequent (99-80%),Epicanthus,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Hypoplasia of the maxilla,Frequent (79-30%),Sensorineural hearing impairment,Occasional (29-5%)
107,BOR syndrome,Malformation syndrome,Ureteropelvic junction obstruction,Occasional (29-5%),Renal insufficiency,Occasional (29-5%),Cleft palate,Occasional (29-5%),Retrognathia,Occasional (29-5%),Hearing impairment,Very frequent (99-80%),Preauricular skin tag,Frequent (79-30%),External ear malformation,Frequent (79-30%),Renal hypoplasia/aplasia,Frequent (79-30%),Enlarged cochlear aqueduct,Frequent (79-30%),Multicystic kidney dysplasia,Occasional (29-5%),Vesicoureteral reflux,Occasional (29-5%),Hydronephrosis,Occasional (29-5%)
774,Hereditary hemorrhagic telangiectasia,Disease,Epistaxis,Very frequent (99-80%),Cavernous hemangioma,Frequent (79-30%),Cholelithiasis,Occasional (29-5%),Seizures,Occasional (29-5%),Cirrhosis,Occasional (29-5%),Hepatic failure,Occasional (29-5%),Congestive heart failure,Occasional (29-5%),Pulmonary arterial hypertension,Occasional (29-5%),Subarachnoid hemorrhage,Occasional (29-5%),Pulmonary embolism,Occasional (29-5%),Transient ischemic attack,Occasional (29-5%),Spontaneous hematomas,Frequent (79-30%)
794,Saethre-Chotzen syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Cleft palate,Occasional (29-5%),Narrow palate,Frequent (79-30%),Brachycephaly,Frequent (79-30%),Delayed cranial suture closure,Frequent (79-30%),Epicanthus,Occasional (29-5%),Low anterior hairline,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Facial asymmetry,Very frequent (99-80%),Hypoplasia of the maxilla,Occasional (29-5%),Hearing impairment,Occasional (29-5%),Low-set ears,Occasional (29-5%)
116,Beckwith-Wiedemann syndrome,Malformation syndrome,Tall stature,Very frequent (99-80%),Large for gestational age,Very frequent (99-80%),Neoplasm,Very frequent (99-80%),Enlarged kidney,Frequent (79-30%),Nephropathy,Frequent (79-30%),Wide mouth,Frequent (79-30%),Macroglossia,Frequent (79-30%),Prominent occiput,Frequent (79-30%),Coarse facial features,Frequent (79-30%),Mandibular prognathia,Frequent (79-30%),Abnormality of earlobe,Frequent (79-30%),Proptosis,Frequent (79-30%)
53,Albers-Sch�nberg osteopetrosis,Malformation syndrome,Abnormality of the dentition,Frequent (79-30%),Hydrocephalus,Occasional (29-5%),Macrocephaly,Very frequent (99-80%),Hearing impairment,Occasional (29-5%),Visual impairment,Frequent (79-30%),Blindness,Occasional (29-5%),Optic atrophy,Frequent (79-30%),Carious teeth,Occasional (29-5%),Abnormality of the metaphysis,Very frequent (99-80%),Abnormality of the metacarpal bones,Very frequent (99-80%),Arthritis,Very frequent (99-80%),Joint dislocation,Very frequent (99-80%)
50,Aicardi syndrome,Disease,Cleft palate,Occasional (29-5%),Cleft upper lip,Occasional (29-5%),Microcephaly,Frequent (79-30%),Short philtrum,Frequent (79-30%),Protruding ear,Frequent (79-30%),Retinal detachment,Occasional (29-5%),Chorioretinal coloboma,Occasional (29-5%),Microphthalmia,Frequent (79-30%),Optic nerve coloboma,Occasional (29-5%),Nystagmus,Occasional (29-5%),Optic atrophy,Occasional (29-5%),Delayed puberty,Occasional (29-5%)
52,Alagille syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Abnormality of the ureter,Occasional (29-5%),Nephrotic syndrome,Occasional (29-5%),Brachycephaly,Occasional (29-5%),Coarse facial features,Frequent (79-30%),Pointed chin,Frequent (79-30%),Round face,Frequent (79-30%),Hypertelorism,Occasional (29-5%),Short philtrum,Occasional (29-5%),Micrognathia,Occasional (29-5%),Protruding ear,Frequent (79-30%),Strabismus,Occasional (29-5%)
14,Abetalipoproteinemia,Disease,Abnormality of the nervous system,Very frequent (99-80%),Acanthocytosis,Very frequent (99-80%),Steatorrhea,Very frequent (99-80%),Fat malabsorption,Very frequent (99-80%),Abnormal apolipoprotein level,Very frequent (99-80%),Low levels of vitamin E,Very frequent (99-80%),Progressive visual loss,Frequent (79-30%),Color vision defect,Frequent (79-30%),Nyctalopia,Frequent (79-30%),Areflexia,Frequent (79-30%),Failure to thrive,Frequent (79-30%),Anemia,Frequent (79-30%)
195,Cat-eye syndrome,Malformation syndrome,Abnormality of the genital system,Occasional (29-5%),Hydronephrosis,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Hearing impairment,Occasional (29-5%),Preauricular skin tag,Very frequent (99-80%),Downslanted palpebral fissures,Frequent (79-30%),Chorioretinal coloboma,Frequent (79-30%),Microphthalmia,Occasional (29-5%),Iris coloboma,Frequent (79-30%),Abnormality of the ribs,Frequent (79-30%),Muscular hypotonia,Frequent (79-30%),"Intellectual disability, mild",Frequent (79-30%)
289,Ellis Van Creveld syndrome,Malformation syndrome,Abnormality of female internal genitalia,Occasional (29-5%),Cryptorchidism,Frequent (79-30%),Epispadias,Frequent (79-30%),Hypospadias,Frequent (79-30%),Abnormality of the ureter,Frequent (79-30%),Hydroureter,Occasional (29-5%),Abnormality of the kidney,Frequent (79-30%),Abnormality of the dentition,Very frequent (99-80%),Abnormal oral frenulum morphology,Frequent (79-30%),Thin vermilion border,Occasional (29-5%),Strabismus,Frequent (79-30%),Hypodontia,Frequent (79-30%)
474,Jeune syndrome,Malformation syndrome,Renal insufficiency,Occasional (29-5%),Nephronophthisis,Occasional (29-5%),Nephropathy,Occasional (29-5%),Abnormality of the sternum,Frequent (79-30%),Abnormality of the ribs,Very frequent (99-80%),Narrow chest,Very frequent (99-80%),Abnormality of the clavicle,Frequent (79-30%),Abnormality of the metaphysis,Frequent (79-30%),Brachydactyly,Frequent (79-30%),Postaxial hand polydactyly,Occasional (29-5%),Abnormality of the liver,Occasional (29-5%),Toe syndactyly,Occasional (29-5%)
861,Treacher-Collins syndrome,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Scrotal hypoplasia,Occasional (29-5%),Rectovaginal fistula,Occasional (29-5%),Wide mouth,Occasional (29-5%),Narrow mouth,Occasional (29-5%),Glossoptosis,Occasional (29-5%),Abnormality of the dentition,Frequent (79-30%),Cleft palate,Occasional (29-5%),Cleft upper lip,Occasional (29-5%),High palate,Occasional (29-5%),Brachycephaly,Occasional (29-5%),Malar flattening,Very frequent (99-80%)
199,Cornelia de Lange syndrome,Malformation syndrome,Multicystic kidney dysplasia,Frequent (79-30%),Hypoplastic labia majora,Frequent (79-30%),Vesicoureteral reflux,Frequent (79-30%),Renal insufficiency,Occasional (29-5%),Abnormality of the uterus,Occasional (29-5%),Cleft palate,Occasional (29-5%),High palate,Very frequent (99-80%),Thin vermilion border,Very frequent (99-80%),Brachycephaly,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Low anterior hairline,Very frequent (99-80%),Long philtrum,Very frequent (99-80%)
2162,Holoprosencephaly,Malformation syndrome,Cryptorchidism,Occasional (29-5%),Abnormality of the urinary system,Occasional (29-5%),Proteinuria,Occasional (29-5%),Median cleft lip,Very frequent (99-80%),Hydrocephalus,Occasional (29-5%),Microcephaly,Frequent (79-30%),Macrocephaly,Occasional (29-5%),Epicanthus,Occasional (29-5%),Broad philtrum,Occasional (29-5%),Hypertelorism,Occasional (29-5%),Macrotia,Occasional (29-5%),Depressed nasal tip,Occasional (29-5%)
87,Apert syndrome,Malformation syndrome,Cleft palate,Occasional (29-5%),Narrow palate,Frequent (79-30%),Bifid uvula,Occasional (29-5%),Hydrocephalus,Occasional (29-5%),Large fontanelles,Frequent (79-30%),Brachyturricephaly,Very frequent (99-80%),Mandibular prognathia,Frequent (79-30%),Hypertelorism,Frequent (79-30%),Facial asymmetry,Frequent (79-30%),Hypoplasia of the maxilla,Very frequent (99-80%),Broad forehead,Very frequent (99-80%),Conductive hearing impairment,Very frequent (99-80%)
313,Lamellar ichthyosis,Disease,Renal insufficiency,Occasional (29-5%),Abnormality of the dentition,Occasional (29-5%),Everted lower lip vermilion,Frequent (79-30%),Chronic otitis media,Occasional (29-5%),Ectropion,Very frequent (99-80%),Dry skin,Very frequent (99-80%),Hyperkeratosis,Very frequent (99-80%),Pruritus,Very frequent (99-80%),Hypotrichosis,Very frequent (99-80%),Erythroderma,Very frequent (99-80%),Abnormality of the nail,Very frequent (99-80%),Dehydration,Occasional (29-5%)
565,Menkes disease,Disease,Bladder diverticulum,Occasional (29-5%),Inguinal hernia,Very frequent (99-80%),Abnormal palate morphology,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Prominent occiput,Frequent (79-30%),Full cheeks,Frequent (79-30%),Mask-like facies,Frequent (79-30%),Micrognathia,Frequent (79-30%),Behavioral abnormality,Frequent (79-30%),Pectus excavatum,Very frequent (99-80%),Narrow chest,Frequent (79-30%),Chondrocalcinosis,Occasional (29-5%)
568,"Microphthalmia, Lenz type",Malformation syndrome,Cryptorchidism,Frequent (79-30%),Hypospadias,Frequent (79-30%),Hydroureter,Frequent (79-30%),Hydronephrosis,Frequent (79-30%),Abnormality of the dentition,Frequent (79-30%),Oral cleft,Frequent (79-30%),Microcephaly,Frequent (79-30%),Hearing impairment,Occasional (29-5%),"Low-set, posteriorly rotated ears",Frequent (79-30%),Preauricular skin tag,Occasional (29-5%),Webbed neck,Occasional (29-5%),Microcornea,Frequent (79-30%)
564,Meckel syndrome,Malformation syndrome,Multicystic kidney dysplasia,Very frequent (99-80%),Cryptorchidism,Frequent (79-30%),Male pseudohermaphroditism,Occasional (29-5%),Ambiguous genitalia,Frequent (79-30%),Urethral atresia,Occasional (29-5%),Ureteral duplication,Occasional (29-5%),Cleft palate,Frequent (79-30%),Furrowed tongue,Occasional (29-5%),Hydrocephalus,Occasional (29-5%),Microcephaly,Very frequent (99-80%),Full cheeks,Frequent (79-30%),Hypertelorism,Frequent (79-30%)
1598,Monosomy 18p,Disease,Short philtrum,Very frequent (99-80%),Macrotia,Frequent (79-30%),Protruding ear,Very frequent (99-80%),Hypodontia,Very frequent (99-80%),Delayed speech and language development,Very frequent (99-80%),Brachydactyly,Very frequent (99-80%),Intellectual disability,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Short stature,Very frequent (99-80%),Abnormality of the antihelix,Very frequent (99-80%),Cleft palate,Frequent (79-30%),Brachycephaly,Frequent (79-30%)
1636,Distal monosomy 7q36,Malformation syndrome,Cryptorchidism,Frequent (79-30%),Wide mouth,Frequent (79-30%),Cleft palate,Frequent (79-30%),Microcephaly,Very frequent (99-80%),Full cheeks,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Macrotia,Frequent (79-30%),Bulbous nose,Very frequent (99-80%),Short neck,Very frequent (99-80%),Strabismus,Frequent (79-30%),Upslanted palpebral fissure,Very frequent (99-80%),Optic atrophy,Occasional (29-5%)
1642,Distal monosomy 9p,Malformation syndrome,Hypospadias,Frequent (79-30%),Hypoplastic labia majora,Frequent (79-30%),Abnormality of the dentition,Frequent (79-30%),Cleft palate,Occasional (29-5%),Trigonocephaly,Very frequent (99-80%),Epicanthus,Frequent (79-30%),Hypertelorism,Very frequent (99-80%),"Low-set, posteriorly rotated ears",Very frequent (99-80%),Wide nasal bridge,Very frequent (99-80%),Short neck,Very frequent (99-80%),Proptosis,Very frequent (99-80%),Upslanted palpebral fissure,Very frequent (99-80%)
3378,Trisomy 13,Malformation syndrome,Abnormality of female internal genitalia,Frequent (79-30%),Cryptorchidism,Frequent (79-30%),Abnormality of the ureter,Frequent (79-30%),Hydronephrosis,Frequent (79-30%),Median cleft lip,Very frequent (99-80%),Abnormality of the dentition,Frequent (79-30%),Cleft palate,Very frequent (99-80%),Abnormality of the fontanelles or cranial sutures,Very frequent (99-80%),Long philtrum,Frequent (79-30%),Low-set ears,Very frequent (99-80%),Preauricular skin tag,Frequent (79-30%),Sensorineural hearing impairment,Frequent (79-30%)
1707,Distal trisomy 15q,Etiological subtype,Cryptorchidism,Very frequent (99-80%),Tall stature,Occasional (29-5%),High palate,Very frequent (99-80%),Microcephaly,Frequent (79-30%),Sloping forehead,Very frequent (99-80%),Long philtrum,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Prominent nasal bridge,Very frequent (99-80%),Ptosis,Frequent (79-30%),Blepharophimosis,Frequent (79-30%),Pectus excavatum,Very frequent (99-80%),Arachnodactyly,Very frequent (99-80%)
